Count of Customer.ID,Column Labels,,,,
AT-7352,$138.69,,,,
Annie Thurman,$138.69,,,,
AW-108401,"$1,139.35",,,,
Anthony Witt,"$1,139.35",,,,
AW-108402,-$395.89,,,,
Anthony Witt,-$395.89,,,,
AW-108403,$635.59,,,,
Anthony Witt,$635.59,,,,
AW-108404,$65.77,,,,
Anthony Witt,$65.77,,,,
AW-109301,$617.92,,,,
Arthur Wiediger,$617.92,,,,
AW-109302,"$1,424.45",,,,
Arthur Wiediger,"$1,424.45",,,,
AW-109303,$648.06,,,,
Arthur Wiediger,$648.06,,,,
AW-109304,-$104.55,,,,
Arthur Wiediger,-$104.55,,,,
AW-8401,-$228.42,,,,
Anthony Witt,-$228.42,,,,
AW-9301,$99.26,,,,
Arthur Wiediger,$99.26,,,,
AW-9302,-$4.17,,,,
Arthur Wiediger,-$4.17,,,,
AY-105551,$304.41,,,,
Andy Yotov,$304.41,,,,
AY-105552,"$1,041.77",,,,
Andy Yotov,"$1,041.77",,,,
AY-105553,$400.99,,,,
Andy Yotov,$400.99,,,,
AY-105554,$103.35,,,,
Andy Yotov,$103.35,,,,
AY-5551,$1.87,,,,
Andy Yotov,$1.87,,,,
AY-5552,$438.59,,,,
Andy Yotov,$438.59,,,,
AZ-107501,-$80.75,,,,
Annie Zypern,-$80.75,,,,
AZ-107502,$128.31,,,,
Annie Zypern,$128.31,,,,
AZ-107503,"$1,404.05",,,,
Annie Zypern,"$1,404.05",,,,
AZ-107504,$154.95,,,,
Annie Zypern,$154.95,,,,
AZ-7501,-$190.70,,,,
Annie Zypern,-$190.70,,,,
AZ-7502,$31.68,,,,
Annie Zypern,$31.68,,,,
AZ-7503,-$523.18,,,,
Annie Zypern,-$523.18,,,,
BB-109901,-$400.39,,,,
Barry Blumstein,-$400.39,,,,
BB-109902,$314.86,,,,
Barry Blumstein,$314.86,,,,
BB-109903,$251.02,,,,
Barry Blumstein,$251.02,,,,
BB-109904,$11.58,,,,
Barry Blumstein,$11.58,,,,
BB-115451,$195.87,,,,
Brenda Bowman,$195.87,,,,
BB-115452,$427.99,,,,
Brenda Bowman,$427.99,,,,
BB-115453,$47.72,,,,
Brenda Bowman,$47.72,,,,
BB-115454,"$1,015.08",,,,
Brenda Bowman,"$1,015.08",,,,
BB-15451,$48.18,,,,
Brenda Bowman,$48.18,,,,
BB-15452,$4.01,,,,
Brenda Bowman,$4.01,,,,
BB-9901,$74.13,,,,
Barry Blumstein,$74.13,,,,
BB-9902,$48.23,,,,
Barry Blumstein,$48.23,,,,
BC-111251,"$1,124.48",,,,
Becky Castell,"$1,124.48",,,,
BC-111252,"$1,567.04",,,,
Becky Castell,"$1,567.04",,,,
BC-111253,-$187.44,,,,
Becky Castell,-$187.44,,,,
BC-111254,$251.60,,,,
Becky Castell,$251.60,,,,
BC-11251,$25.53,,,,
Becky Castell,$25.53,,,,
BC-11252,-$295.25,,,,
Becky Castell,-$295.25,,,,
BD-113201,-$231.58,,,,
Bill Donatelli,-$231.58,,,,
BD-113202,$249.11,,,,
Bill Donatelli,$249.11,,,,
BD-113203,$297.58,,,,
Bill Donatelli,$297.58,,,,
BD-113204,"$1,094.50",,,,
Bill Donatelli,"$1,094.50",,,,
BD-115001,$815.83,,,,
Bradley Drucker,$815.83,,,,
BD-115002,-$56.38,,,,
Bradley Drucker,-$56.38,,,,
BD-115003,$510.79,,,,
Bradley Drucker,$510.79,,,,
BD-115004,"$1,142.12",,,,
Bradley Drucker,"$1,142.12",,,,
BD-115601,$1.11,,,,
Brendan Dodson,$1.11,,,,
BD-115602,"$1,175.22",,,,
Brendan Dodson,"$1,175.22",,,,
BD-115603,$616.82,,,,
Brendan Dodson,$616.82,,,,
BD-115604,$116.71,,,,
Brendan Dodson,$116.71,,,,
BD-116051,-$49.86,,,,
Brian Dahlen,-$49.86,,,,
BD-116052,$378.55,,,,
Brian Dahlen,$378.55,,,,
BD-116053,$237.64,,,,
Brian Dahlen,$237.64,,,,
BD-116054,$634.85,,,,
Brian Dahlen,$634.85,,,,
BD-116201,-$419.34,,,,
Brian DeCherney,-$419.34,,,,
BD-116202,$581.30,,,,
Brian DeCherney,$581.30,,,,
BD-116203,$79.79,,,,
Brian DeCherney,$79.79,,,,
BD-116204,$206.76,,,,
Brian DeCherney,$206.76,,,,
BD-116351,$836.69,,,,
Brian Derr,$836.69,,,,
BD-116352,-$11.12,,,,
Brian Derr,-$11.12,,,,
BD-116353,$336.51,,,,
Brian Derr,$336.51,,,,
BD-116354,$141.53,,,,
Brian Derr,$141.53,,,,
BD-117251,$539.62,,,,
Bruce Degenhardt,$539.62,,,,
BD-117252,$132.27,,,,
Bruce Degenhardt,$132.27,,,,
BD-117253,$568.27,,,,
Bruce Degenhardt,$568.27,,,,
BD-117254,$333.98,,,,
Bruce Degenhardt,$333.98,,,,
BD-117701,$681.62,,,,
Bryan Davis,$681.62,,,,
BD-117702,$977.71,,,,
Bryan Davis,$977.71,,,,
BD-117703,$597.22,,,,
Bryan Davis,$597.22,,,,
BD-117704,$141.27,,,,
Bryan Davis,$141.27,,,,
BD-13201,$16.98,,,,
Bill Donatelli,$16.98,,,,
BD-13202,$196.08,,,,
Bill Donatelli,$196.08,,,,
BD-15001,-$31.29,,,,
Bradley Drucker,-$31.29,,,,
BD-15601,-$83.28,,,,
Brendan Dodson,-$83.28,,,,
BD-15602,$198.12,,,,
Brendan Dodson,$198.12,,,,
BD-16051,$47.16,,,,
Brian Dahlen,$47.16,,,,
BD-16052,$177.33,,,,
Brian Dahlen,$177.33,,,,
BD-16201,-$172.14,,,,
Brian DeCherney,-$172.14,,,,
BD-16202,$708.06,,,,
Brian DeCherney,$708.06,,,,
BD-16351,$94.01,,,,
Brian Derr,$94.01,,,,
BD-16352,"$1,394.68",,,,
Brian Derr,"$1,394.68",,,,
BD-17251,$762.53,,,,
Bruce Degenhardt,$762.53,,,,
BD-17252,$138.49,,,,
Bruce Degenhardt,$138.49,,,,
BD-17701,$326.19,,,,
Bryan Davis,$326.19,,,,
BD-17702,"-$1,195.73",,,,
Bryan Davis,"-$1,195.73",,,,
BE-113351,"$3,112.92",,,,
Bill Eplett,"$3,112.92",,,,
BE-113352,"$1,488.33",,,,
Bill Eplett,"$1,488.33",,,,
BE-113353,"$1,701.67",,,,
Bill Eplett,"$1,701.67",,,,
BE-113354,"$1,487.77",,,,
Bill Eplett,"$1,487.77",,,,
BE-114101,$594.33,,,,
Bobby Elias,$594.33,,,,
BE-114102,"$1,821.69",,,,
Bobby Elias,"$1,821.69",,,,
BE-114103,$226.17,,,,
Bobby Elias,$226.17,,,,
BE-114104,$755.92,,,,
Bobby Elias,$755.92,,,,
BE-114551,-$149.46,,,,
Brad Eason,-$149.46,,,,
BE-114552,$335.96,,,,
Brad Eason,$335.96,,,,
BE-114553,$192.21,,,,
Brad Eason,$192.21,,,,
BE-114554,$139.20,,,,
Brad Eason,$139.20,,,,
BE-13351,-$246.11,,,,
Bill Eplett,-$246.11,,,,
BE-13352,-$134.58,,,,
Bill Eplett,-$134.58,,,,
BE-14101,$342.76,,,,
Bobby Elias,$342.76,,,,
BE-14102,$48.30,,,,
Bobby Elias,$48.30,,,,
BE-14551,$350.31,,,,
Brad Eason,$350.31,,,,
BE-14552,$109.80,,,,
Brad Eason,$109.80,,,,
BF-10051,$250.02,,,,
Barry Franz,$250.02,,,,
BF-10052,-$73.59,,,,
Barry Franz,-$73.59,,,,
BF-10201,$321.81,,,,
Barry Französisch,$321.81,,,,
BF-10202,-$514.94,,,,
Barry Französisch,-$514.94,,,,
BF-10801,$5.61,,,,
Bart Folk,$5.61,,,,
BF-10802,$924.09,,,,
Bart Folk,$924.09,,,,
BF-10803,-$32.76,,,,
Bart Folk,-$32.76,,,,
BF-109751,$486.00,,,,
Barbara Fisher,$486.00,,,,
BF-109752,$369.92,,,,
Barbara Fisher,$369.92,,,,
BF-109753,$133.65,,,,
Barbara Fisher,$133.65,,,,
BF-109754,$227.44,,,,
Barbara Fisher,$227.44,,,,
BF-110051,"$2,272.49",,,,
Barry Franz,"$2,272.49",,,,
BF-110052,-$430.38,,,,
Barry Franz,-$430.38,,,,
BF-110053,-$611.49,,,,
Barry Franz,-$611.49,,,,
BF-110054,-$291.38,,,,
Barry Franz,-$291.38,,,,
BF-110201,$416.49,,,,
Barry Französisch,$416.49,,,,
BF-110202,$576.88,,,,
Barry Französisch,$576.88,,,,
BF-110203,-$162.13,,,,
Barry Französisch,-$162.13,,,,
BF-110204,$302.02,,,,
Barry Französisch,$302.02,,,,
BF-110801,$922.99,,,,
Bart Folk,$922.99,,,,
BF-110802,-$47.90,,,,
Bart Folk,-$47.90,,,,
BF-110803,$201.55,,,,
Bart Folk,$201.55,,,,
BF-110804,$110.93,,,,
Bart Folk,$110.93,,,,
BF-111701,$986.70,,,,
Ben Ferrer,$986.70,,,,
BF-111702,$965.36,,,,
Ben Ferrer,$965.36,,,,
BF-111703,$368.94,,,,
Ben Ferrer,$368.94,,,,
BF-111704,"$1,538.21",,,,
Ben Ferrer,"$1,538.21",,,,
BF-112151,"$1,122.54",,,,
Benjamin Farhat,"$1,122.54",,,,
BF-112152,"-$1,831.04",,,,
Benjamin Farhat,"-$1,831.04",,,,
BF-112153,"$1,064.19",,,,
Benjamin Farhat,"$1,064.19",,,,
BF-112154,$523.21,,,,
Benjamin Farhat,$523.21,,,,
BF-112751,$80.91,,,,
Beth Fritzler,$80.91,,,,
BF-112752,$211.72,,,,
Beth Fritzler,$211.72,,,,
BF-112753,$246.57,,,,
Beth Fritzler,$246.57,,,,
BF-112754,$25.87,,,,
Beth Fritzler,$25.87,,,,
BF-11701,$20.40,,,,
Ben Ferrer,$20.40,,,,
BF-11702,$255.48,,,,
Ben Ferrer,$255.48,,,,
BF-12151,-$237.59,,,,
Benjamin Farhat,-$237.59,,,,
BF-12751,$0.96,,,,
Beth Fritzler,$0.96,,,,
BF-12752,$95.42,,,,
Beth Fritzler,$95.42,,,,
BF-9751,$345.25,,,,
Barbara Fisher,$345.25,,,,
BF-9752,$271.47,,,,
Barbara Fisher,$271.47,,,,
BG-10351,-$219.80,,,,
Barry Gonzalez,-$219.80,,,,
BG-110351,"$1,175.61",,,,
Barry Gonzalez,"$1,175.61",,,,
BG-110352,$747.36,,,,
Barry Gonzalez,$747.36,,,,
BG-110353,$538.44,,,,
Barry Gonzalez,$538.44,,,,
BG-110354,-$711.43,,,,
Barry Gonzalez,-$711.43,,,,
BG-116951,$295.53,,,,
Brooke Gillingham,$295.53,,,,
BG-116952,-$351.33,,,,
Brooke Gillingham,-$351.33,,,,
BG-116953,$517.20,,,,
Brooke Gillingham,$517.20,,,,
BG-116954,$107.57,,,,
Brooke Gillingham,$107.57,,,,
BG-117401,-$245.90,,,,
Bruce Geld,-$245.90,,,,
BG-117402,$849.38,,,,
Bruce Geld,$849.38,,,,
BG-117403,"$1,362.09",,,,
Bruce Geld,"$1,362.09",,,,
BG-117404,$119.35,,,,
Bruce Geld,$119.35,,,,
BG-16951,-$174.30,,,,
Brooke Gillingham,-$174.30,,,,
BG-16952,$22.65,,,,
Brooke Gillingham,$22.65,,,,
BG-17401,$17.85,,,,
Bruce Geld,$17.85,,,,
BG-17402,-$676.15,,,,
Bruce Geld,-$676.15,,,,
BH-117101,$594.75,,,,
Brosina Hoffman,$594.75,,,,
BH-117102,"$1,928.68",,,,
Brosina Hoffman,"$1,928.68",,,,
BH-117103,-$82.27,,,,
Brosina Hoffman,-$82.27,,,,
BH-117104,$802.79,,,,
Brosina Hoffman,$802.79,,,,
BH-17101,$613.20,,,,
Brosina Hoffman,$613.20,,,,
BH-17102,"$1,019.80",,,,
Brosina Hoffman,"$1,019.80",,,,
BK-112601,"$1,664.76",,,,
Berenike Kampe,"$1,664.76",,,,
BK-112602,$341.26,,,,
Berenike Kampe,$341.26,,,,
BK-112603,$447.20,,,,
Berenike Kampe,$447.20,,,,
BK-112604,-$63.76,,,,
Berenike Kampe,-$63.76,,,,
BK-12601,$100.11,,,,
Berenike Kampe,$100.11,,,,
BK-12602,-$41.89,,,,
Berenike Kampe,-$41.89,,,,
BM-111401,$140.22,,,,
Becky Martin,$140.22,,,,
BM-111402,$56.52,,,,
Becky Martin,$56.52,,,,
BM-111403,$322.58,,,,
Becky Martin,$322.58,,,,
BM-111404,"-$1,659.96",,,,
Becky Martin,"-$1,659.96",,,,
BM-11401,-$50.51,,,,
Becky Martin,-$50.51,,,,
BM-11402,$94.22,,,,
Becky Martin,$94.22,,,,
BM-115751,-$667.82,,,,
Brendan Murry,-$667.82,,,,
BM-115752,$90.76,,,,
Brendan Murry,$90.76,,,,
BM-115753,$291.95,,,,
Brendan Murry,$291.95,,,,
BM-115754,$95.58,,,,
Brendan Murry,$95.58,,,,
BM-116501,$94.52,,,,
Brian Moss,$94.52,,,,
BM-116502,$637.89,,,,
Brian Moss,$637.89,,,,
BM-116503,$995.49,,,,
Brian Moss,$995.49,,,,
BM-116504,"$2,199.28",,,,
Brian Moss,"$2,199.28",,,,
BM-117851,$932.06,,,,
Bryan Mills,$932.06,,,,
BM-117852,$703.41,,,,
Bryan Mills,$703.41,,,,
BM-117853,$263.47,,,,
Bryan Mills,$263.47,,,,
BM-117854,$137.74,,,,
Bryan Mills,$137.74,,,,
BM-15751,$510.66,,,,
Brendan Murry,$510.66,,,,
BM-15752,-$38.99,,,,
Brendan Murry,-$38.99,,,,
BM-16501,$79.21,,,,
Brian Moss,$79.21,,,,
BM-16502,$6.51,,,,
Brian Moss,$6.51,,,,
BM-16503,$372.95,,,,
Brian Moss,$372.95,,,,
BM-17851,$437.50,,,,
Bryan Mills,$437.50,,,,
BM-17852,$38.43,,,,
Bryan Mills,$38.43,,,,
BN-114701,"$1,268.18",,,,
Brad Norvell,"$1,268.18",,,,
BN-114702,-$599.00,,,,
Brad Norvell,-$599.00,,,,
BN-114703,$842.25,,,,
Brad Norvell,$842.25,,,,
BN-114704,$36.61,,,,
Brad Norvell,$36.61,,,,
BN-115151,$220.11,,,,
Bradley Nguyen,$220.11,,,,
BN-115152,$631.05,,,,
Bradley Nguyen,$631.05,,,,
BN-115153,$826.83,,,,
Bradley Nguyen,$826.83,,,,
BN-115154,$340.71,,,,
Bradley Nguyen,$340.71,,,,
BN-14701,$387.30,,,,
Brad Norvell,$387.30,,,,
BN-14702,$188.71,,,,
Brad Norvell,$188.71,,,,
BN-15151,$207.42,,,,
Bradley Nguyen,$207.42,,,,
BN-15152,$317.95,,,,
Bradley Nguyen,$317.95,,,,
BO-113501,$249.93,,,,
Bill Overfelt,$249.93,,,,
BO-113502,$8.90,,,,
Bill Overfelt,$8.90,,,,
BO-113503,$17.59,,,,
Bill Overfelt,$17.59,,,,
BO-113504,$278.78,,,,
Bill Overfelt,$278.78,,,,
BO-114251,$233.21,,,,
Bobby Odegard,$233.21,,,,
BO-114252,$571.35,,,,
Bobby Odegard,$571.35,,,,
BO-114253,"$1,040.89",,,,
Bobby Odegard,"$1,040.89",,,,
BO-114254,$59.45,,,,
Bobby Odegard,$59.45,,,,
BO-13501,-$15.94,,,,
Bill Overfelt,-$15.94,,,,
BO-13502,-$124.04,,,,
Bill Overfelt,-$124.04,,,,
BO-14251,$452.73,,,,
Bobby Odegard,$452.73,,,,
BO-14252,$199.20,,,,
Bobby Odegard,$199.20,,,,
BP-10501,$969.38,,,,
Barry Pond,$969.38,,,,
BP-10502,$276.50,,,,
Barry Pond,$276.50,,,,
BP-10951,$3.76,,,,
Bart Pistole,$3.76,,,,
BP-10952,$381.07,,,,
Bart Pistole,$381.07,,,,
BP-110501,-$190.16,,,,
Barry Pond,-$190.16,,,,
BP-110502,$216.50,,,,
Barry Pond,$216.50,,,,
BP-110503,$608.96,,,,
Barry Pond,$608.96,,,,
BP-110504,$209.78,,,,
Barry Pond,$209.78,,,,
BP-110951,-$156.97,,,,
Bart Pistole,-$156.97,,,,
BP-110952,$280.06,,,,
Bart Pistole,$280.06,,,,
BP-110953,$42.37,,,,
Bart Pistole,$42.37,,,,
BP-110954,$433.98,,,,
Bart Pistole,$433.98,,,,
BP-111551,$57.89,,,,
Becky Pak,$57.89,,,,
BP-111552,"$1,971.92",,,,
Becky Pak,"$1,971.92",,,,
BP-111553,$718.11,,,,
Becky Pak,$718.11,,,,
BP-111554,$647.38,,,,
Becky Pak,$647.38,,,,
BP-111851,"$1,288.24",,,,
Ben Peterman,"$1,288.24",,,,
BP-111852,$587.76,,,,
Ben Peterman,$587.76,,,,
BP-111853,-$250.11,,,,
Ben Peterman,-$250.11,,,,
BP-111854,$363.60,,,,
Ben Peterman,$363.60,,,,
BP-112301,"$1,045.48",,,,
Benjamin Patterson,"$1,045.48",,,,
BP-112302,$815.24,,,,
Benjamin Patterson,$815.24,,,,
BP-112303,"-$1,195.52",,,,
Benjamin Patterson,"-$1,195.52",,,,
BP-112304,-$197.27,,,,
Benjamin Patterson,-$197.27,,,,
BP-112901,$504.66,,,,
Beth Paige,$504.66,,,,
BP-112902,"$1,296.44",,,,
Beth Paige,"$1,296.44",,,,
BP-112903,$376.80,,,,
Beth Paige,$376.80,,,,
BP-112904,-$319.06,,,,
Beth Paige,-$319.06,,,,
BP-11551,$36.87,,,,
Becky Pak,$36.87,,,,
BP-11552,$23.10,,,,
Becky Pak,$23.10,,,,
BP-11553,$120.93,,,,
Becky Pak,$120.93,,,,
BP-11851,-$11.69,,,,
Ben Peterman,-$11.69,,,,
BP-11852,-$633.84,,,,
Ben Peterman,-$633.84,,,,
BP-12301,$268.96,,,,
Benjamin Patterson,$268.96,,,,
BP-12302,$175.33,,,,
Benjamin Patterson,$175.33,,,,
BP-12901,$11.70,,,,
Beth Paige,$11.70,,,,
BP-12902,$87.57,,,,
Beth Paige,$87.57,,,,
BS-113651,$451.62,,,,
Bill Shonely,$451.62,,,,
BS-113652,"$1,397.33",,,,
Bill Shonely,"$1,397.33",,,,
BS-113653,"$1,215.72",,,,
Bill Shonely,"$1,215.72",,,,
BS-113654,"$2,616.06",,,,
Bill Shonely,"$2,616.06",,,,
BS-113801,$342.15,,,,
Bill Stewart,$342.15,,,,
BS-113802,$376.42,,,,
Bill Stewart,$376.42,,,,
BS-113803,"$1,075.66",,,,
Bill Stewart,"$1,075.66",,,,
BS-113804,-$17.53,,,,
Bill Stewart,-$17.53,,,,
BS-115901,$223.90,,,,
Brendan Sweed,$223.90,,,,
BS-115902,$519.51,,,,
Brendan Sweed,$519.51,,,,
BS-115903,$658.27,,,,
Brendan Sweed,$658.27,,,,
BS-115904,$381.78,,,,
Brendan Sweed,$381.78,,,,
BS-116651,$546.93,,,,
Brian Stugart,$546.93,,,,
BS-116652,$228.23,,,,
Brian Stugart,$228.23,,,,
BS-116653,"$2,098.26",,,,
Brian Stugart,"$2,098.26",,,,
BS-116654,$238.74,,,,
Brian Stugart,$238.74,,,,
BS-117551,$777.41,,,,
Bruce Stewart,$777.41,,,,
BS-117552,$378.50,,,,
Bruce Stewart,$378.50,,,,
BS-117553,$152.12,,,,
Bruce Stewart,$152.12,,,,
BS-117554,-$113.30,,,,
Bruce Stewart,-$113.30,,,,
BS-118001,$873.92,,,,
Bryan Spruell,$873.92,,,,
BS-118002,$431.78,,,,
Bryan Spruell,$431.78,,,,
BS-118003,$352.11,,,,
Bryan Spruell,$352.11,,,,
BS-118004,$194.05,,,,
Bryan Spruell,$194.05,,,,
BS-13651,$258.87,,,,
Bill Shonely,$258.87,,,,
BS-13652,$29.31,,,,
Bill Shonely,$29.31,,,,
BS-13801,-$0.13,,,,
Bill Stewart,-$0.13,,,,
BS-13802,$38.46,,,,
Bill Stewart,$38.46,,,,
BS-15901,$10.71,,,,
Brendan Sweed,$10.71,,,,
BS-15902,$251.52,,,,
Brendan Sweed,$251.52,,,,
BS-16651,$249.66,,,,
Brian Stugart,$249.66,,,,
BS-16652,$251.06,,,,
Brian Stugart,$251.06,,,,
BS-17551,-$695.05,,,,
Bruce Stewart,-$695.05,,,,
BS-17552,-$2.72,,,,
Bruce Stewart,-$2.72,,,,
BS-18001,$235.07,,,,
Bryan Spruell,$235.07,,,,
BS-18002,$696.27,,,,
Bryan Spruell,$696.27,,,,
BT-113051,-$52.22,,,,
Beth Thompson,-$52.22,,,,
BT-113052,$545.69,,,,
Beth Thompson,$545.69,,,,
BT-113053,-$2.89,,,,
Beth Thompson,-$2.89,,,,
BT-113054,$417.59,,,,
Beth Thompson,$417.59,,,,
BT-113951,$909.76,,,,
Bill Tyler,$909.76,,,,
BT-113952,"$1,481.31",,,,
Bill Tyler,"$1,481.31",,,,
BT-113953,$94.98,,,,
Bill Tyler,$94.98,,,,
BT-113954,$257.92,,,,
Bill Tyler,$257.92,,,,
BT-114401,$166.72,,,,
Bobby Trafton,$166.72,,,,
BT-114402,$76.90,,,,
Bobby Trafton,$76.90,,,,
BT-114403,$124.84,,,,
Bobby Trafton,$124.84,,,,
BT-114404,-$77.53,,,,
Bobby Trafton,-$77.53,,,,
BT-114851,$438.70,,,,
Brad Thomas,$438.70,,,,
BT-114852,$271.33,,,,
Brad Thomas,$271.33,,,,
BT-114853,$333.85,,,,
Brad Thomas,$333.85,,,,
BT-114854,$126.87,,,,
Brad Thomas,$126.87,,,,
BT-115301,$237.43,,,,
Bradley Talbott,$237.43,,,,
BT-115302,$192.70,,,,
Bradley Talbott,$192.70,,,,
BT-115303,$91.21,,,,
Bradley Talbott,$91.21,,,,
BT-115304,$409.50,,,,
Bradley Talbott,$409.50,,,,
BT-116801,"$1,969.79",,,,
Brian Thompson,"$1,969.79",,,,
BT-116802,-$782.94,,,,
Brian Thompson,-$782.94,,,,
BT-116803,$29.31,,,,
Brian Thompson,$29.31,,,,
BT-116804,$447.75,,,,
Brian Thompson,$447.75,,,,
BT-13051,-$80.62,,,,
Beth Thompson,-$80.62,,,,
BT-13052,$36.37,,,,
Beth Thompson,$36.37,,,,
BT-13951,-$255.13,,,,
Bill Tyler,-$255.13,,,,
BT-13952,$56.10,,,,
Bill Tyler,$56.10,,,,
BT-14401,$154.97,,,,
Bobby Trafton,$154.97,,,,
BT-14402,-$915.69,,,,
Bobby Trafton,-$915.69,,,,
BT-14851,$35.88,,,,
Brad Thomas,$35.88,,,,
BT-14852,-$267.01,,,,
Brad Thomas,-$267.01,,,,
BT-15301,-$37.52,,,,
Bradley Talbott,-$37.52,,,,
BT-15302,$395.79,,,,
Bradley Talbott,$395.79,,,,
BT-15303,$164.53,,,,
Bradley Talbott,$164.53,,,,
BT-16801,$83.46,,,,
Brian Thompson,$83.46,,,,
BT-16802,$48.18,,,,
Brian Thompson,$48.18,,,,
BV-112451,$510.50,,,,
Benjamin Venier,$510.50,,,,
BV-112452,"$2,761.27",,,,
Benjamin Venier,"$2,761.27",,,,
BV-112453,-$171.95,,,,
Benjamin Venier,-$171.95,,,,
BV-112454,$315.22,,,,
Benjamin Venier,$315.22,,,,
BV-12451,-$595.30,,,,
Benjamin Venier,-$595.30,,,,
BW-10651,"$3,333.06",,,,
Barry Weirich,"$3,333.06",,,,
BW-10652,$8.28,,,,
Barry Weirich,$8.28,,,,
BW-110651,$198.09,,,,
Barry Weirich,$198.09,,,,
BW-110652,$136.57,,,,
Barry Weirich,$136.57,,,,
BW-110653,$77.69,,,,
Barry Weirich,$77.69,,,,
BW-110654,-$58.29,,,,
Barry Weirich,-$58.29,,,,
BW-11101,$105.18,,,,
Bart Watters,$105.18,,,,
BW-11102,$7.14,,,,
Bart Watters,$7.14,,,,
BW-11103,$146.10,,,,
Bart Watters,$146.10,,,,
BW-111101,$315.33,,,,
Bart Watters,$315.33,,,,
BW-111102,"$1,686.22",,,,
Bart Watters,"$1,686.22",,,,
BW-111103,$414.65,,,,
Bart Watters,$414.65,,,,
BW-111104,$921.26,,,,
Bart Watters,$921.26,,,,
BW-112001,$549.86,,,,
Ben Wallace,$549.86,,,,
BW-112002,$489.67,,,,
Ben Wallace,$489.67,,,,
BW-112003,$281.35,,,,
Ben Wallace,$281.35,,,,
BW-112004,$247.00,,,,
Ben Wallace,$247.00,,,,
BW-12001,$765.85,,,,
Ben Wallace,$765.85,,,,
BW-12002,$18.48,,,,
Ben Wallace,$18.48,,,,
CA-119651,"$3,220.05",,,,
Carol Adams,"$3,220.05",,,,
CA-119652,$651.83,,,,
Carol Adams,$651.83,,,,
CA-119653,"-$1,633.00",,,,
Carol Adams,"-$1,633.00",,,,
CA-119654,"$1,143.38",,,,
Carol Adams,"$1,143.38",,,,
CA-120551,$322.58,,,,
Cathy Armstrong,$322.58,,,,
CA-120552,$815.62,,,,
Cathy Armstrong,$815.62,,,,
CA-120553,$388.91,,,,
Cathy Armstrong,$388.91,,,,
CA-120554,$211.26,,,,
Cathy Armstrong,$211.26,,,,
CA-122651,"$1,053.07",,,,
Christina Anderson,"$1,053.07",,,,
CA-122652,"$1,505.39",,,,
Christina Anderson,"$1,505.39",,,,
CA-122653,$432.64,,,,
Christina Anderson,$432.64,,,,
CA-122654,$279.62,,,,
Christina Anderson,$279.62,,,,
CA-123101,$260.12,,,,
Christine Abelman,$260.12,,,,
CA-123102,-$32.57,,,,
Christine Abelman,-$32.57,,,,
CA-123103,$254.36,,,,
Christine Abelman,$254.36,,,,
CA-123104,$246.02,,,,
Christine Abelman,$246.02,,,,
CA-127751,"$4,045.88",,,,
Cynthia Arntzen,"$4,045.88",,,,
CA-127752,$39.51,,,,
Cynthia Arntzen,$39.51,,,,
CA-127753,$315.60,,,,
Cynthia Arntzen,$315.60,,,,
CA-127754,$204.49,,,,
Cynthia Arntzen,$204.49,,,,
CA-19651,-$51.86,,,,
Carol Adams,-$51.86,,,,
CA-19652,-$51.32,,,,
Carol Adams,-$51.32,,,,
CA-20551,$55.44,,,,
Cathy Armstrong,$55.44,,,,
CA-20552,$75.96,,,,
Cathy Armstrong,$75.96,,,,
CA-22651,$35.34,,,,
Christina Anderson,$35.34,,,,
CA-22652,$356.06,,,,
Christina Anderson,$356.06,,,,
CA-23101,$55.47,,,,
Christine Abelman,$55.47,,,,
CA-23102,$83.76,,,,
Christine Abelman,$83.76,,,,
CA-27751,-$175.02,,,,
Cynthia Arntzen,-$175.02,,,,
CA-27752,-$539.19,,,,
Cynthia Arntzen,-$539.19,,,,
CB-120251,-$565.58,,,,
Cassandra Brandow,-$565.58,,,,
CB-120252,$257.21,,,,
Cassandra Brandow,$257.21,,,,
CB-120253,$59.43,,,,
Cassandra Brandow,$59.43,,,,
CB-120254,$150.21,,,,
Cassandra Brandow,$150.21,,,,
CB-124151,$139.74,,,,
Christy Brittain,$139.74,,,,
CB-124152,"$1,653.77",,,,
Christy Brittain,"$1,653.77",,,,
CB-124153,$206.00,,,,
Christy Brittain,$206.00,,,,
CB-124154,$272.39,,,,
Christy Brittain,$272.39,,,,
CB-125351,$793.10,,,,
Claudia Bergmann,$793.10,,,,
CB-125352,$618.57,,,,
Claudia Bergmann,$618.57,,,,
CB-125353,-$59.32,,,,
Claudia Bergmann,-$59.32,,,,
CB-125354,"$1,049.56",,,,
Claudia Bergmann,"$1,049.56",,,,
CB-20251,$307.56,,,,
Cassandra Brandow,$307.56,,,,
CB-24151,$30.06,,,,
Christy Brittain,$30.06,,,,
CB-24152,-$214.87,,,,
Christy Brittain,-$214.87,,,,
CB-25351,-$197.45,,,,
Claudia Bergmann,-$197.45,,,,
CB-25352,-$37.24,,,,
Claudia Bergmann,-$37.24,,,,
CC-121001,$435.97,,,,
Chad Cunningham,$435.97,,,,
CC-121002,$873.03,,,,
Chad Cunningham,$873.03,,,,
CC-121003,$866.67,,,,
Chad Cunningham,$866.67,,,,
CC-121004,$208.59,,,,
Chad Cunningham,$208.59,,,,
CC-121451,-$195.77,,,,
Charles Crestani,-$195.77,,,,
CC-121452,"$1,353.56",,,,
Charles Crestani,"$1,353.56",,,,
